ticker,year,marketcap,eps,earnings_rate,price,price_rate,pe_ratio,roe,sh_equity,sh_return,real_change
SCI,2015,5113,1.17,0.418,25.57,0.1838,21.87,18.6,1185,6.25,9.65
SCI,2014,4714,0.82,0.2184,22.34,0.1983,27.33,12.4,1369,2.34,14.43
SCI,2013,3843,0.7,-0.0402,18.13,0.177,26.08,10.4,1470,2.89,23.25
SCI,2012,2937,0.71,-0.002,13.6,0.1873,19.09,11.3,1343,9.44,33.32
SCI,2011,2428,0.62,-0.1603,10.38,0.222,16.76,10.0,1392,7.36,31.04
SCI,2010,2017,0.51,-0.2458,8.1,0.1522,15.95,8.5,1479,2.65,28.09
SCI,2009,2075,0.49,-0.3084,8.23,0.3639,16.86,8.8,1483,5.26,-1.62
SCI,2008,1270,0.38,4.1558,4.92,0.2063,13.09,6.9,1293,13.5,67.28
SCI,2007,3915,0.87,4.1017,13.69,0.1865,15.81,15.7,1492,3.06,-64.04
SCI,2006,3001,0.19,3.7285,10.24,0.1508,53.1,3.5,1595,4.26,33.65
FFIV,2024,10723,7.72,0.0372,181.75,0.0968,23.77,16.7,2861,1.22,
FFIV,2023,9557,6.59,0.0379,159.28,0.0782,24.2,14.7,2800,1.35,14.1
FFIV,2022,8620,5.34,0.0264,143.67,0.1082,26.76,13.4,2469,1.55,10.87
FFIV,2021,11989,5.46,0.0303,196.54,0.1173,36.19,14.8,2360,-1.11,-26.9
FFIV,2020,7510,5.05,0.0372,123.11,0.1042,24.43,14.8,2232,-1.53,59.64
FFIV,2019,8443,7.12,0.1348,140.72,0.0823,19.74,27.3,1761,2.51,-12.51
FFIV,2018,12128,7.41,0.2135,198.82,0.2974,26.73,36.3,1285,4.26,-29.22
FFIV,2017,7661,6.56,0.2306,119.7,0.3041,18.21,35.0,1229,4.72,66.09
FFIV,2016,8252,5.43,0.21,123.16,0.2636,22.56,30.4,1185,6.29,-2.81
FFIV,2015,8222,5.07,0.2283,114.19,0.2978,22.53,27.4,1317,4.66,7.85
FFIV,2014,8797,4.13,0.2543,117.29,0.3236,28.27,22.1,1369,3.85,-2.64
FFIV,2013,6719,3.53,0.2731,85.05,0.3277,24.23,19.0,1539,0.81,37.91
FFIV,2012,8269,3.48,1.9472,104.67,0.4184,30.05,22.0,1329,2.09,-18.74
FFIV,2011,5736,2.99,1.7914,70.81,0.5402,23.76,21.7,1105,-0.53,47.81
FFIV,2010,8353,1.9,1.645,104.41,0.5476,55.26,16.4,1004,-1.22,-32.18
FFIV,2009,3120,1.16,1.2109,39.49,0.2864,34.09,12.0,799,4.02,164.38
RRX,2024,10708,-0.86,0.0768,162.24,0.1442,43.89,-0.9,6344,0.57,
RRX,2023,9814,-0.87,0.4801,148.7,0.1086,-170.97,-0.9,6388,2.14,9.11
RRX,2022,8003,7.33,0.5219,119.45,0.0841,16.37,7.75,6312,-39.53,24.49
RRX,2021,8050,4.85,0.3312,171.28,0.1262,38.35,8.25,2544,-12.74,-30.26
RRX,2020,4986,4.62,0.3507,121.61,0.1199,26.34,8.05,2351,4.29,40.84
RRX,2019,3588,5.69,0.376,85.43,0.0455,15.02,10.34,2311,5.24,42.35
RRX,2018,3054,5.3,0.4358,69.41,0.0502,13.21,9.94,2326,3.77,23.08
RRX,2017,3416,4.78,0.3973,75.91,0.1191,16.04,10.45,2039,1.52,-8.57
RRX,2016,3104,4.55,0.4017,68.98,0.0811,15.26,10.5,1937,1.58,10.05
RRX,2015,2616,3.21,0.3637,58.13,0.0455,18.25,7.41,1934,1.98,18.65
RRX,2014,3392,0.69,0.0255,75.38,0.1256,109.41,1.51,2056,1.33,-22.88
RRX,2013,3313,2.66,0.2508,73.62,0.15,27.61,6.14,1953,-6.78,2.38
RRX,2012,2872,4.68,0.3167,68.38,0.1724,14.69,12.69,1541,-3.92,7.66
RRX,2011,2024,3.84,0.2883,50.6,0.1395,13.29,11.18,1362,-1.72,35.14
RRX,2010,2550,3.91,0.3141,67.11,0.1628,17.07,12.66,1180,-6.68,-24.6
RRX,2009,1792,2.76,0.2039,52.71,0.1626,18.85,11.54,823,-7.46,27.32
RRX,2008,1065,4.0,0.2202,34.35,0.0842,8.28,14.99,858,4.09,53.42
RRX,2007,1404,3.79,0.198,45.29,0.0997,11.86,15.78,749,0.05,-24.15
RRX,2006,1620,3.56,0.201,52.26,0.0903,14.75,16.95,648,-7.48,-13.33
RRX,2005,1051,2.34,0.1594,35.03,0.0933,15.1,12.92,538,-22.59,49.17
RRX,2004,704,1.24,0.0149,28.16,0.0559,23.12,7.63,398,3.04,24.41
RRX,2003,551,1.01,0.0385,22.04,0.0831,21.85,6.61,381,-1.67,27.77
RRX,2002,501,1.01,0.1038,20.88,0.0851,20.42,8.75,280,-12.88,5.58
RRX,2001,455,0.94,0.1319,21.67,0.1117,23.22,7.15,273,1.59,-3.65
CYBR,2024,10685,-1.6,1.6094,254.4,0.2658,-138.01,-9.2,792,-2.65,
CASY,2024,10675,13.01,0.1593,288.51,0.1689,22.26,17.7,2897,0.73,
CASY,2023,8526,11.99,0.1971,230.43,0.1606,19.09,17.6,2661,0.29,25.21
CASY,2022,7471,9.14,0.1868,201.92,0.1661,21.99,15.8,2241,0.26,14.12
CASY,2021,8209,8.44,0.1667,221.86,0.1799,26.24,16.8,1933,0.18,-8.99
CASY,2020,5571,7.14,0.1696,150.57,0.1772,21.11,16.8,1643,0.36,47.35
CASY,2019,4848,5.55,0.1157,131.03,0.1618,23.78,14.9,1409,3.31,14.91
CASY,2018,3626,8.41,0.1961,95.42,0.1709,11.41,25.8,1271,5.34,37.31
CASY,2017,4393,4.54,0.1092,112.64,0.2106,24.75,14.9,1191,0.52,-15.29
CASY,2016,4374,5.79,0.1744,112.15,0.1971,19.35,22.2,1083,0.29,0.43
CASY,2015,3193,4.66,0.1491,81.87,0.1735,17.68,22.1,875,0.06,36.99
CASY,2014,2643,3.3,0.1736,69.55,0.184,20.84,18.4,703,0.59,17.71
CASY,2013,2220,2.71,0.1499,58.42,0.1653,21.38,18.1,593,0.44,19.05
CASY,2012,2146,3.01,0.1511,56.47,0.1935,18.71,24.1,506,0.76,3.45
CASY,2011,1481,2.24,0.1693,38.97,0.1431,15.65,18.7,403,26.76,44.9
CASY,2010,1967,2.3,0.1643,38.57,0.1486,16.82,14.7,824,0.72,1.05
CASY,2009,1352,1.69,0.1164,26.51,0.1065,15.78,12.2,721,0.87,45.49
CASY,2008,1122,1.68,0.1162,22.0,0.0682,13.22,13.5,647,0.83,20.5
CASY,2007,1271,1.23,0.0974,24.92,0.0602,20.53,11.1,572,0.48,-11.72
DOX,2024,10663,4.7,0.0429,91.14,0.0594,19.49,15.7,3560,3.85,
DOX,2023,9976,4.58,0.0455,84.54,0.0777,18.45,15.34,3524,4.46,7.8
DOX,2022,9618,4.47,0.0498,79.49,0.0984,17.5,15.62,3518,6.69,6.36
DOX,2021,9629,5.36,0.0782,75.82,0.1067,13.99,19.16,3593,5.81,4.84
DOX,2020,7613,3.73,0.05,57.24,0.0933,15.29,13.74,3623,5.67,32.46
DOX,2019,9085,3.49,0.0467,66.31,0.1029,18.95,13.7,3500,5.52,-13.68
DOX,2018,9346,2.49,0.0135,65.82,0.1093,26.37,10.28,3449,3.97,0.76
DOX,2017,9392,2.99,0.019,64.33,0.1048,21.5,12.22,3574,3.77,2.31
DOX,2016,8629,2.74,0.0158,57.91,0.0623,21.08,11.85,3454,4.86,11.08
DOX,2015,8784,2.89,0.0411,57.04,0.0547,19.69,13.1,3407,3.95,1.53
DOX,2014,7295,2.65,0.0463,45.88,0.0753,17.28,12.43,3396,2.34,24.32
DOX,2013,5911,2.56,0.0692,36.71,0.0778,14.33,12.59,3275,5.15,24.97
DOX,2012,5494,2.33,0.1066,32.7,0.082,14.04,12.9,3033,9.18,12.27
DOX,2011,5023,1.87,-3.7272,27.15,0.2739,14.49,11.47,3023,8.58,20.44
DOX,2010,5806,1.7,-3.8477,28.6,0.1975,16.88,10.65,3229,1.7,-5.07
DOX,2009,5453,1.61,-2.7313,26.86,0.1228,16.72,10.15,3213,5.46,6.47
DOX,2008,5656,1.83,-2.8202,27.32,0.3429,14.93,13.51,2805,1.63,-1.69
DOX,2007,7805,1.76,-2.572,37.52,0.4694,21.39,14.03,2600,-2.16,-27.18
TOL,2024,10656,12.47,0.2081,96.87,0.1775,8.27,21.0,6797,6.73,
TOL,2023,7600,12.47,0.2156,69.09,0.1471,5.54,21.0,6797,7.11,40.21
TOL,2022,4882,11.02,0.3186,41.73,0.0711,3.8,23.2,6006,8.03,65.58
TOL,2021,7324,6.72,0.186,59.06,0.1024,8.79,16.6,5295,5.14,-29.35
TOL,2020,5335,3.43,1.3386,41.04,0.1541,11.95,9.5,4875,11.41,43.92
TOL,2019,5585,4.07,-0.0577,38.52,0.1439,9.47,11.9,5072,6.09,6.55
TOL,2018,4960,4.92,-0.1449,32.63,0.1282,6.63,16.4,4760,10.22,18.04
TOL,2017,7286,3.3,-0.0181,44.98,0.1306,13.61,12.0,4531,4.19,-27.45
TOL,2016,4500,2.27,-1.102,26.79,0.0548,11.78,9.1,4229,4.73,67.91
TOL,2015,6340,2.06,-1.2131,36.02,0.0615,17.46,8.9,4223,0.63,-25.64
TOL,2014,5684,1.91,-1.2371,31.93,0.022,16.72,9.1,3854,-4.45,12.81
TOL,2013,5553,1.01,-1.2396,32.86,0.0924,32.55,5.3,3333,-4.59,-2.82
TOL,2012,5552,2.91,-1.1036,33.25,0.1178,11.4,17.6,3122,-1.05,-1.17
TOL,2011,2915,0.24,-2.3323,17.46,0.1142,73.25,1.5,2586,-1.64,90.46
TOL,2010,2976,-0.02,-0.9057,17.93,0.1554,-882.01,-0.1,2555,-2.55,-2.64
TOL,2009,2794,-4.68,-0.7435,17.25,0.1432,-3.7,-26.6,2513,-1.78,3.95
TOL,2008,3673,-1.88,-0.8659,23.1,0.2691,-12.33,-9.0,3238,3.31,-25.34
TOL,2007,3591,0.23,0.1956,23.17,0.2404,100.73,1.0,3527,0.42,-0.29
TOL,2006,4437,4.45,0.3344,28.81,0.2692,6.46,21.7,3416,2.2,-19.59
COTY,2024,10653,0.35,2.3234,11.93,-0.0,34.0,7.9,4425,-4.06,
COTY,2023,10481,0.58,1.9854,12.35,0.1057,21.17,14.0,3811,-6.28,-3.37
HEI,2024,10616,2.94,0.139,77.49,0.1935,66.67,13.9,3146,-0.53,
HEI,2023,21890,2.94,0.15,159.78,0.2434,54.24,13.9,3146,-0.53,-51.5
HEI,2022,22215,2.59,0.1541,163.35,0.2466,63.17,14.4,2606,-0.03,-2.18
HEI,2021,18871,2.25,0.1593,139.79,0.3108,62.03,14.1,2263,-0.3,16.85
HEI,2020,14176,2.33,0.1816,105.01,0.2565,45.15,16.7,1980,0.23,33.12
HEI,2019,16546,2.45,0.2224,123.48,0.3207,50.46,20.8,1667,-0.38,-14.96
HEI,2018,11140,1.96,0.2187,83.76,0.3406,42.97,19.8,1398,-0.72,47.42
HEI,2017,7658,1.41,0.166,58.02,0.2888,41.18,17.2,1161,-1.63,44.38
HEI,2016,4544,1.19,0.1719,34.69,0.1818,29.09,17.2,963,-0.33,67.25
HEI,2015,3371,1.02,0.1777,25.93,0.1992,25.28,17.5,809,0.37,33.77
HEI,2014,3608,0.93,0.2109,27.75,0.2784,29.75,18.5,699,-0.5,-6.57
HEI,2013,3556,0.79,0.2021,27.57,0.3022,34.73,18.1,606,1.46,0.68
HEI,2012,2036,0.66,0.2561,15.78,0.2518,23.91,14.6,616,-0.03,74.66
HEI,2011,2381,0.57,0.2153,18.75,0.3365,32.7,14.2,529,-0.48,-15.82
HEI,2010,1640,0.44,0.1749,13.12,0.2464,29.85,12.3,469,0.23,42.9
HEI,2009,992,0.36,0.105,7.94,0.2199,22.23,10.4,412,1.11,65.32
HEI,2008,1015,0.39,0.1817,8.12,0.1908,20.93,12.0,417,-0.86,-2.27
HEI,2007,1408,0.32,0.2163,11.45,0.1873,36.09,11.2,371,-1.15,-29.07
HEI,2006,919,0.27,0.2467,7.66,0.2098,28.81,10.6,317,-0.84,49.47
TWLO,2024,10607,-5.54,0.5336,58.28,0.4448,-18.77,-10.43,9733,1.8,
BXP,2024,10572,1.24,0.0455,67.34,-0.046,54.76,3.2,5788,5.98,
BXP,2022,10593,5.41,0.0861,67.47,-0.0152,12.48,14.1,6133,5.31,-0.2
BXP,2021,17992,3.18,0.187,115.33,0.0252,35.61,8.8,5834,2.85,-41.5
BXP,2020,14714,5.54,0.2408,94.93,0.0076,16.86,14.3,5996,3.69,21.49
BXP,2019,21316,3.31,0.2453,137.52,0.0599,40.87,9.1,5685,2.67,-30.97
BXP,2018,17382,3.71,0.2224,112.87,0.0602,29.82,9.9,5883,2.91,21.84
BXP,2017,20067,2.93,0.3262,130.31,0.1065,43.39,8.0,5814,2.03,-13.38
BXP,2016,19342,3.27,0.2349,125.6,0.0581,37.72,8.9,5786,2.01,3.75
BXP,2015,19587,3.73,0.3038,128.02,0.0391,33.59,10.1,5709,2.65,-1.89
BXP,2014,19702,2.83,0.3792,128.77,0.0967,44.41,7.8,5697,1.48,-0.58
BXP,2013,15344,4.87,0.4849,100.95,0.0803,20.46,13.4,5741,3.6,27.56
BXP,2012,15963,1.93,0.2837,106.42,0.1275,55.11,5.7,5097,-0.87,-5.14
BXP,2011,14704,1.87,0.2577,100.71,0.1528,53.92,5.7,4866,-2.3,5.67
BXP,2010,12063,1.14,0.3105,86.78,0.1333,75.83,3.6,4373,-4.2,16.05
BXP,2009,9304,1.76,0.3868,71.02,0.0779,40.27,5.4,4446,-5.12,22.19
BXP,2008,6644,0.88,0.2858,55.37,0.1191,63.12,2.9,3689,4.47,28.28
BXP,2007,10950,10.98,0.4128,92.02,0.1643,8.36,32.1,3669,6.34,-39.83
WPP,2024,10547,2.48,-0.6284,9.85,-0.0453,16.03,14.5,3637,17.63,
WPP,2022,11430,3.11,-0.588,9.83,-0.056,13.9,18.7,3681,12.87,0.2
WPP,2021,19191,2.67,-0.5804,15.11,0.0468,22.57,15.3,3616,4.4,-34.96
WPP,2020,14018,-12.13,-0.4476,10.82,0.0466,-3.46,-46.7,4732,8.45,39.71
WPP,2019,18735,3.38,0.094,14.05,0.0548,16.58,9.9,7926,5.49,-23.04
WPP,2018,14604,3.31,0.1287,10.96,0.0538,13.77,8.9,9360,7.25,28.29
WPP,2017,24123,7.79,0.1924,18.11,0.1692,9.04,21.0,9492,3.91,-39.51
WPP,2016,29422,5.48,0.1404,22.14,0.1295,17.02,16.5,9325,2.73,-18.19
WPP,2015,30423,4.5,0.1251,22.94,0.1277,17.79,15.3,7637,4.5,-3.51
TPR,2024,10530,4.03,-0.3847,45.98,0.223,11.59,38.6,2660,7.82,
TPR,2023,9921,3.96,-0.4377,42.04,0.2196,10.6,41.1,2278,13.46,9.38
TPR,2022,7761,3.24,-0.4752,29.4,0.1274,9.06,31.4,2286,7.76,43.0
TPR,2021,11896,3.0,-0.4787,42.79,0.159,14.26,28.5,3259,-1.58,-31.3
TPR,2020,3465,-2.34,-0.2055,12.42,-0.1252,-5.31,-23.2,2276,12.3,244.55
TPR,2019,9206,2.22,0.0403,31.85,0.0395,14.31,18.6,3513,3.54,-61.01
TPR,2018,13444,1.39,-0.0085,47.17,0.1122,33.82,13.0,3245,0.85,-32.47
TPR,2017,13309,2.11,0.0052,47.36,0.1059,22.52,20.7,3002,1.65,-0.4
TPR,2016,11324,1.66,-0.0063,40.73,0.0424,24.59,17.8,2683,2.54,16.27
TPR,2015,9979,1.46,0.0157,36.16,0.0916,24.8,16.1,2490,4.84,12.66
TPR,2014,9451,2.81,0.1116,34.0,0.0742,12.1,32.5,2421,5.96,6.35
TPR,2013,16042,3.66,0.1951,56.69,0.1667,15.51,47.4,2409,4.86,-40.03
TPR,2012,16805,3.6,0.2649,58.35,0.2638,16.18,54.6,1993,4.16,-2.85
TPR,2011,19375,2.99,0.3236,65.68,0.368,22.0,52.8,1613,5.52,-11.16
FIVE,2024,10487,4.86,0.2711,190.67,0.2598,39.26,19.4,1378,0.19,
FIVE,2022,10838,4.71,0.3246,193.54,0.2499,41.44,21.7,1362,0.99,-1.48
AFG,2024,10342,10.19,0.2353,121.67,0.1081,12.15,21.7,3981,2.97,
AFG,2022,11689,10.55,0.2349,137.52,0.1248,13.02,21.3,4052,10.75,-11.52
AFG,2021,11646,23.44,0.2921,137.01,0.183,5.84,35.4,5012,24.44,0.37
AFG,2020,7609,8.25,0.1478,85.49,0.1218,10.4,12.0,6789,6.38,60.26
AFG,2019,9888,9.98,0.136,109.87,0.1609,11.02,14.7,6269,4.06,-22.18
AFG,2018,8080,5.95,0.0511,90.79,0.1683,15.25,10.4,4970,4.01,21.02
AFG,2017,9564,5.4,0.2214,108.68,0.1953,20.13,9.0,5330,2.93,-16.47
AFG,2016,7653,7.47,0.1969,87.97,0.1492,11.79,13.1,4916,3.41,23.55
AFG,2015,6296,4.02,0.0859,71.55,0.0994,17.89,7.4,4592,4.56,22.95
AFG,2014,5336,5.07,0.2432,59.96,0.1236,11.8,9.2,4879,3.32,19.33
AFG,2013,5158,5.27,0.2004,57.96,0.1442,10.95,10.3,4599,8.0,3.45
AFG,2012,3566,5.18,0.2312,37.94,0.1073,7.31,10.5,4578,9.3,52.77
AFG,2011,3642,3.37,0.4529,36.06,0.1165,10.65,7.7,4411,8.68,5.2
AFG,2010,3479,4.41,-0.2596,31.92,0.0955,7.22,11.0,4470,7.19,12.98
AFG,2009,2900,4.49,-0.3334,25.0,0.0562,5.59,15.9,3781,2.01,27.67
AFG,2008,2643,1.71,-0.6716,23.18,0.052,13.49,7.0,2490,7.48,7.83
AFG,2007,3333,3.25,-0.6021,28.25,0.0261,8.7,12.7,3046,-0.84,-17.92
X,2024,10292,3.98,-0.7855,46.15,0.4644,12.92,8.3,11047,5.23,
X,2023,10851,3.98,-2.6853,48.66,0.3921,12.12,8.3,11047,5.19,-5.15
X,2022,5868,10.22,-2.7316,25.08,0.2778,2.33,24.9,10218,14.11,94.04
X,2021,6434,15.77,-1.3248,23.83,0.2977,1.54,60.9,9010,-22.31,5.23
X,2020,3696,-5.92,-0.6667,16.8,0.2405,-3.17,-32.0,3786,-29.42,41.84
X,2019,1940,-3.67,-0.86,11.41,0.1274,-3.08,-15.0,4092,5.88,47.22
X,2018,3233,6.31,-0.759,18.27,0.1751,2.9,29.4,4202,-0.2,-37.52
X,2017,6158,2.21,-1.1528,35.19,0.2821,15.91,14.3,3320,-0.87,-48.09
X,2016,5693,-2.81,-0.7881,33.1,0.1982,-12.94,-20.2,2274,-17.3,6.31
X,2015,1167,-11.24,-0.7464,7.99,-0.0788,-0.71,-51.5,2436,1.96,314.09
X,2014,3890,0.71,1.2124,26.83,0.0573,38.14,2.8,3799,0.13,-70.21
X,2013,4268,-11.37,1.3081,29.43,0.0609,-2.59,-54.4,3375,0.43,-8.86
X,2012,3441,-0.86,-0.4506,23.9,0.0857,-27.75,-3.5,3477,0.6,23.18
X,2011,3810,-0.37,-1.5047,26.46,0.282,-71.89,-1.3,3500,0.53,-9.69
CPT,2024,10267,3.72,0.3904,94.19,0.0602,26.06,8.1,4981,2.63,
CPT,2023,10788,3.71,0.3742,98.97,0.07,26.75,8.09,4987,-0.93,-4.83
CPT,2022,12039,6.07,0.4021,111.47,0.1154,18.42,15.57,4197,-2.11,-11.21
CPT,2021,18225,2.97,0.2937,178.68,0.1392,59.97,8.82,3445,-1.53,-37.61
CPT,2020,9931,1.24,0.5853,100.31,0.0632,80.14,3.41,3629,3.3,78.12
CPT,2019,10447,2.23,0.7299,106.6,0.087,47.57,6.53,3364,-1.18,-5.9
CPT,2018,8383,1.64,0.4969,88.24,0.0927,53.69,4.48,3483,0.47,20.81
CPT,2017,8423,2.15,0.34,92.56,0.1371,42.88,6.35,3092,0.43,-4.67
CPT,2016,7531,9.15,0.3711,83.68,0.0867,9.19,28.31,2896,8.35,10.62
CPT,2015,6841,2.8,0.071,76.87,0.0388,27.44,8.65,2884,2.55,8.86
CPT,2014,6504,3.32,0.1061,73.91,0.0641,22.27,10.67,2739,3.67,4.0
CPT,2013,4960,3.86,0.5447,57.01,0.0449,14.75,13.12,2563,1.0,29.64
CPT,2012,5714,3.42,0.5702,68.02,0.0799,19.96,16.28,1759,-13.16,-16.19
CPT,2011,4528,0.77,0.0499,62.03,0.1069,80.32,3.34,1686,-3.71,9.67
CPT,2010,3703,0.44,-0.0221,53.67,0.08,122.57,19.89,151,-6.36,15.58
CPT,2009,2642,-0.7,0.1461,42.61,0.0608,-60.32,-3.1,1411,-7.04,25.94
CPT,2008,1732,1.28,0.3488,31.49,0.0443,24.41,4.63,1531,16.47,35.32
CPT,2007,2799,2.35,0.4106,48.26,0.0904,20.47,7.88,1734,7.03,-34.75
CPT,2006,4184,4.11,0.5111,73.4,0.1101,17.97,16.98,1371,-1.73,-34.26
CPT,2005,3012,3.83,0.8715,57.92,0.0921,15.13,26.96,738,-27.81,26.73
CPT,2004,2113,1.0,0.4151,51.54,0.0976,51.11,5.27,784,3.27,12.39
BBWI,2024,10258,3.19,-0.572,45.19,-0.0101,14.32,-33.9,-2125,2.2,
BBWI,2022,10199,3.45,-0.5456,44.73,0.0569,12.75,-31.6,-2206,13.17,1.02
BBWI,2021,14085,4.96,-0.479,54.59,0.0889,10.57,-108.4,-1518,8.13,-18.06
BBWI,2020,11336,3.04,-0.5561,40.78,0.0668,13.43,-56.3,-662,0.11,33.88
BBWI,2019,6403,-1.33,-0.1825,23.2,0.0312,-17.49,32.0,-1499,4.71,75.77
BBWI,2018,7470,2.33,0.0803,27.16,0.1049,11.6,-60.2,-869,11.33,-14.59
BBWI,2017,13410,3.46,0.2337,47.55,0.3084,13.64,-108.5,-753,6.39,-42.88
BBWI,2016,16874,4.04,0.1735,59.0,0.2644,14.57,-112.0,-729,8.7,-19.4
BBWI,2015,27829,4.3,0.1888,96.29,0.2716,22.21,-230.8,-259,3.21,-38.73
BBWI,2014,24770,3.57,0.1652,84.54,0.2827,23.77,-272.6,18,1.97,13.9
BBWI,2013,15199,3.12,0.1446,52.41,0.2135,16.83,-118.6,-370,1.64,61.3
BBWI,2012,13626,2.6,0.1206,47.31,0.2325,18.1,-158.0,-1015,13.29,10.77
BBWI,2011,12287,2.8,0.1809,41.51,0.2663,14.46,141.1,137,17.32,13.98
BBWI,2010,9328,2.49,0.171,28.88,0.1825,11.59,42.5,1476,15.82,43.74
BBWI,2009,6130,1.39,0.1061,19.04,0.1175,13.68,23.1,2183,3.15,51.7
BBWI,2008,2551,0.66,-0.017,7.92,-0.0052,11.6,10.8,1874,16.38,140.3
BBWI,2007,6826,1.91,-0.026,19.34,0.0486,9.51,29.6,2219,14.31,-59.03
BBWI,2006,11359,1.71,0.9301,28.54,0.1163,16.8,25.6,2955,2.74,-32.25
MTCH,2024,10217,1.81,-0.9881,36.75,0.0542,21.24,-172.9,-299,1.73,
MTCH,2022,11588,1.28,-0.9823,41.53,0.0537,32.02,-88.6,-359,1.34,-11.51
MTCH,2021,37438,1.01,-0.9277,132.29,0.18,134.8,-68.2,-203,-6.43,-68.6
MTCH,2020,40214,0.73,-1.0163,151.18,0.2066,247.73,-30.3,-1414,-214.44,-12.5
MTCH,2019,21072,2.5,-0.8612,247.91,0.3032,46.43,15.7,2928,-1.29,-39.02
MTCH,2018,15286,3.48,-0.9529,181.98,0.3081,24.38,23.9,2843,-0.76,36.23
MTCH,2017,10025,3.81,-0.4851,122.26,0.287,32.88,14.1,2430,-3.4,48.85
MTCH,2016,5137,-0.52,0.4561,65.03,0.1106,-124.45,-2.2,1869,4.45,88.01
MTCH,2015,4983,1.44,0.409,60.04,0.0708,41.71,6.6,1805,3.27,8.31
MTCH,2014,5094,4.98,0.4011,60.64,0.1068,12.28,22.6,1992,1.29,-1.0
MTCH,2013,5718,3.42,0.8705,68.89,0.0659,20.01,17.1,1687,7.24,-11.97
MTCH,2012,4179,1.85,0.7804,47.49,-0.0047,26.24,8.6,1656,-6.33,45.07
MTCH,2011,3495,2.01,0.6877,42.62,0.0355,20.06,8.7,1905,18.58,11.42
MTCH,2010,2881,0.93,1.0551,28.81,-0.0357,29.0,3.9,2050,23.94,47.94
MTCH,2009,2703,-7.06,0.7783,20.48,-0.0356,-2.76,-24.5,2747,6.0,40.69
MTCH,2008,2208,-1.12,0.6771,15.77,-0.1016,-14.14,-2.5,4428,-8.73,29.84
MTCH,2007,6952,-1.01,0.5167,53.89,0.0522,-48.25,-1.6,8584,3.76,-70.73
ITT,2024,10157,4.99,0.4353,123.87,0.174,24.94,17.1,2528,2.23,
ITT,2023,9796,4.99,0.5361,119.46,0.1584,23.86,17.1,2528,2.19,3.69
ITT,2022,6707,4.4,0.4537,80.81,0.0976,18.27,17.5,2248,4.54,47.84
ITT,2021,8747,3.68,0.7577,101.71,0.2149,27.66,14.7,2226,1.82,-20.55
ITT,2020,6655,0.84,0.1653,76.49,0.2019,91.79,3.5,2126,2.37,32.96
ITT,2019,6482,3.71,0.1226,73.66,0.1071,19.94,16.5,2075,0.91,3.85
ITT,2018,4228,3.81,0.1565,48.05,0.0525,12.67,19.2,1822,1.44,53.31
ITT,2017,4697,1.29,-0.0823,53.38,0.0734,41.38,7.2,1596,2.0,-9.99
ITT,2016,3402,2.09,-0.031,38.22,-0.0043,18.28,13.0,1426,2.18,39.63
ITT,2015,3251,3.92,0.0521,36.12,0.0063,9.24,27.6,1362,3.56,5.82
ITT,2014,3706,2.02,0.0198,40.28,0.0295,20.09,14.7,1215,0.56,-10.33
ITT,2013,3938,5.37,0.0703,43.27,0.0614,8.06,53.7,1201,2.81,-6.91
ITT,2012,2175,1.35,-0.2436,23.39,-0.0177,17.34,17.4,703,0.2,85.04
ITT,2011,1793,-1.4,-0.0179,19.28,-0.0174,-13.84,-3.5,694,6.03,21.31
ITT,2010,9567,8.75,0.1525,103.99,0.0961,11.9,19.2,4461,1.13,-81.46
ITT,2009,9087,6.89,0.1267,99.86,0.126,14.45,17.9,3878,2.46,4.14
ITT,2008,8351,8.74,0.165,91.77,0.1353,10.51,19.8,3060,1.77,8.81
ITT,2007,11974,8.18,0.0628,131.58,0.1583,16.14,22.2,3945,2.35,-30.26
ITT,2006,10495,6.3,1.4966,114.08,0.1589,18.06,19.5,2869,1.38,15.35
EWBC,2024,10131,8.91,0.1715,71.85,0.0942,8.11,19.9,6597,2.98,
EWBC,2022,9288,7.98,0.18,65.87,0.0958,8.23,19.7,5985,2.85,9.08
EWBC,2021,11165,6.16,0.1537,78.63,0.1855,12.79,15.6,5837,1.6,-16.22
EWBC,2020,7179,3.99,0.1109,50.56,0.1313,12.64,11.2,5269,4.38,55.52
EWBC,2019,7092,4.63,0.2354,48.91,0.1218,10.52,14.0,5018,2.19,3.37
EWBC,2018,6310,4.86,0.6192,43.52,0.1249,8.97,16.8,4424,1.82,12.39
EWBC,2017,8793,3.5,0.4128,61.06,0.1719,17.39,13.6,3842,0.79,-28.73
EWBC,2016,7328,3.0,0.2419,50.89,0.1102,16.98,13.0,3428,1.14,19.99
EWBC,2015,5981,2.67,0.2421,41.53,0.051,15.55,12.7,3123,1.24,22.52
EWBC,2014,5557,2.42,0.2655,38.86,0.036,16.07,12.6,2856,-0.96,6.88
EWBC,2013,4818,2.1,0.2873,35.17,0.0131,16.62,12.5,2364,6.86,10.5
EWBC,2012,3015,1.92,0.317,21.38,0.0066,10.97,11.8,2382,6.0,64.47
EWBC,2011,2944,1.62,0.3214,20.03,0.0527,12.35,10.6,2312,-3.53,6.77
EWBC,2010,2893,0.88,0.2451,21.12,0.1029,23.83,5.3,2114,-73.84,-5.16
EWBC,2009,1449,0.35,-0.1236,18.34,0.09,52.65,1.6,2285,-34.56,15.13
LSCC,2024,10109,1.88,-0.1343,73.25,0.4365,39.59,43.0,692,0.62,
